*******************************************************************************
Ephemeris / WWW_USER Mon Nov 21 02:00:42 2016 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Sun (10)                        {source: mar097}
Center-site name: BODYCENTRIC
*******************************************************************************
Start time      : A.D. 2016-Nov-18 00:00:00.0000 UT      
Stop  time      : A.D. 2018-Oct-07 00:00:00.0000 UT      
Step-size       : 1800 minutes
*******************************************************************************
Target pole/equ : IAU_MARS                        {East-longitude -}
Target radii    : 3396.2 x 3396.2 x 3376.2 km     {Equator, meridian, pole}    
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : IAU_SUN                         {East-longitude +}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Target primary  : Sun
Vis. interferer : None
Rel. light bend : Sun                             {source: mar097}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
EOP file        : eop.161118.p170209                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2016-NOV-18. PREDICTS-> 2017-FEB-08
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass     n.a.    , Daylight (NO )
Table cut-offs 2: Solar Elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table format    : Comma Separated Values (spreadsheet)
****************************************************************************************************************************************************************
 Date__(UT)__HR:MN, Date_________JDUT, , ,R.A._(ICRF/J2000.0), DEC_(ICRF/J2000.0),   hEcl-Lon,  hEcl-Lat,            delta,     deldot,    ObsEcLon,   ObsEcLat,
****************************************************************************************************************************************************************
$$SOE
 2017-Mar-16 18:00, 2457829.250000000, , , 56.8314684, 20.2627658,  59.119243,  0.308739, 1.49325043406575,  2.2491120,  59.1192427,  0.3087392,
 2017-Mar-18 00:00, 2457830.500000000, , , 57.5325679, 20.4299633,  59.797196,  0.330288, 1.49487528557303,  2.2522445,  59.7971965,  0.3302879,
 2017-Mar-19 06:00, 2457831.750000000, , , 58.2336516, 20.5939944,  60.473680,  0.351744, 1.49650228222476,  2.2550552,  60.4736797,  0.3517436,
 2017-Mar-20 12:00, 2457833.000000000, , , 58.9347035, 20.7548475,  61.148696,  0.373104, 1.49813119237131,  2.2575458,  61.1486956,  0.3731038,
 2017-Mar-21 18:00, 2457834.250000000, , , 59.6357066, 20.9125118,  61.822247,  0.394366, 1.49976178559644,  2.2597182,  61.8222473,  0.3943660,
 2017-Mar-23 00:00, 2457835.500000000, , , 60.3366436, 21.0669770,  62.494339,  0.415528, 1.50139383274749,  2.2615741,  62.4943385,  0.4155277,
 2017-Mar-24 06:00, 2457836.750000000, , , 61.0374964, 21.2182338,  63.164973,  0.436586, 1.50302710596358,  2.2631152,  63.1649729,  0.4365864,
 2017-Mar-25 12:00, 2457838.000000000, , , 61.7382467, 21.3662732,  63.834154,  0.457540, 1.50466137870168,  2.2643435,  63.8341543,  0.4575397,
 2017-Mar-26 18:00, 2457839.250000000, , , 62.4388752, 21.5110870,  64.501887,  0.478385, 1.50629642576033,  2.2652607,  64.5018869,  0.4783853,
 2017-Mar-28 00:00, 2457840.500000000, , , 63.1393624, 21.6526678,  65.168175,  0.499121, 1.50793202330139,  2.2658688,  65.1681749,  0.4991209,
 2017-Mar-29 06:00, 2457841.750000000, , , 63.8396880, 21.7910085,  65.833023,  0.519744, 1.50956794886989,  2.2661698,  65.8330228,  0.5197443,
 2017-Mar-30 12:00, 2457843.000000000, , , 64.5398316, 21.9261030,  66.496435,  0.540253, 1.51120398141272,  2.2661655,  66.4964353,  0.5402533,
 2017-Mar-31 18:00, 2457844.250000000, , , 65.2397719, 22.0579457,  67.158417,  0.560646, 1.51283990129635,  2.2658580,  67.1584170,  0.5606458,
 2017-Apr-02 00:00, 2457845.500000000, , , 65.9394874, 22.1865316,  67.818973,  0.580920, 1.51447549032397,  2.2652492,  67.8189731,  0.5809195,
 2017-Apr-03 06:00, 2457846.750000000, , , 66.6389560, 22.3118563,  68.478109,  0.601073, 1.51611053175246,  2.2643412,  68.4781085,  0.6010726,
 2017-Apr-04 12:00, 2457848.000000000, , , 67.3381554, 22.4339163,  69.135829,  0.621103, 1.51774481030907,  2.2631361,  69.1358287,  0.6211030,
 2017-Apr-05 18:00, 2457849.250000000, , , 68.0370626, 22.5527085,  69.792139,  0.641009, 1.51937811220792,  2.2616359,  69.7921390,  0.6410087,
 2017-Apr-07 00:00, 2457850.500000000, , , 68.7356544, 22.6682305,  70.447045,  0.660788, 1.52101022516629,  2.2598427,  70.4470450,  0.6607878,
 2017-Apr-08 06:00, 2457851.750000000, , , 69.4339072, 22.7804805,  71.100553,  0.680438, 1.52264093842044,  2.2577586,  71.1005526,  0.6804384,
 2017-Apr-09 12:00, 2457853.000000000, , , 70.1317972, 22.8894574,  71.752668,  0.699959, 1.52427004274102,  2.2553857,  71.7526676,  0.6999588,
 2017-Apr-10 18:00, 2457854.250000000, , , 70.8292999, 22.9951606,  72.403396,  0.719347, 1.52589733044779,  2.2527263,  72.4033960,  0.7193472,
 2017-Apr-12 00:00, 2457855.500000000, , , 71.5263909, 23.0975902,  73.052744,  0.738602, 1.52752259542374,  2.2497824,  73.0527440,  0.7386018,
 2017-Apr-13 06:00, 2457856.750000000, , , 72.2230452, 23.1967469,  73.700718,  0.757721, 1.52914563312852,  2.2465563,  73.7007179,  0.7577209,
 2017-Apr-14 12:00, 2457858.000000000, , , 72.9192379, 23.2926319,  74.347324,  0.776703, 1.53076624061106,  2.2430501,  74.3473242,  0.7767029,
 2017-Apr-15 18:00, 2457859.250000000, , , 73.6149436, 23.3852473,  74.992569,  0.795546, 1.53238421652155,  2.2392662,  74.9925694,  0.7955461,
 2017-Apr-17 00:00, 2457860.500000000, , , 74.3101368, 23.4745955,  75.636460,  0.814249, 1.53399936112264,  2.2352067,  75.6364603,  0.8142491,
 2017-Apr-18 06:00, 2457861.750000000, , , 75.0047917, 23.5606795,  76.279004,  0.832810, 1.53561147629987,  2.2308739,  76.2790036,  0.8328103,
 2017-Apr-19 12:00, 2457863.000000000, , , 75.6988824, 23.6435030,  76.920206,  0.851228, 1.53722036557150,  2.2262701,  76.9202063,  0.8512282,
 2017-Apr-20 18:00, 2457864.250000000, , , 76.3923829, 23.7230703,  77.560075,  0.869501, 1.53882583409749,  2.2213975,  77.5600754,  0.8695013,
