012	-
013	-
014	-
015	2,4,7,8,15,16,19,20
016	-
017	5,6,7,8,17,18,19,20
023	2,3,5,6,8,9,14,15,17,19,20,21
024	-
025	-
026	4,6,7
027	-
034	-
035	-
036	3,4,6,7,15,16,17,18
037	-
045	-
046	-
047	-
056	-
057	-
067	-
123	-
124	-
125	-
126	3,4,7,8,15,16,19,20
127	-
134	-
135	-
136	-
137	-
145	-
146	-
147	-
156	-
157	-
167	-
234	-
235	-
236	-
237	-
245	-
246	-
247	-
256	-
257	-
267	-
345	-
346	-
347	9,10,11,13,0,1,21,22
356	-
357	-
367	-
456	3,5,7,8,16,17,19,20
457	-
467	-
567	-
